DE_cA4,DE_cD4,DE_cD3,DE_cD2,DE_cD1,FE_cA4,FE_cD4,FE_cD3,FE_cD2,FE_cD1,RPM,label
2.770520494928556,0.5960854592151215,8.731128203804492,0.7678875893422603,0.02989677394725988,4.465046905595662,0.420762693725622,8.84879513417155,1.073183472448321,0.06950555971340032,1796.0,0
4.836863887173219,0.5817251355535918,3.7993905674893527,1.256880594071931,0.043747843239484586,6.259268559350264,0.3447912791279073,3.3448329940043102,1.5513556139192777,0.08134581300893551,1772.0,0
4.7845650430020745,0.412474603382049,3.953913955975068,1.3425342831826228,0.041704174798291964,5.134692008475112,0.3709413747511975,2.6742745702052115,1.614799647288075,0.07104856427753192,1772.0,0
4.770285660827367,0.7401720563717884,4.811213833350234,1.3233543085873003,0.0394696726224347,5.542251302950274,0.5901847043855597,2.7369130722921957,1.6219799859019144,0.06546626903727149,1772.0,0
7.226574966886566,0.8306217807390104,4.210068060703132,1.2579368972223703,0.03762409013070682,8.396273003595205,0.48072194585103206,2.804297500365922,1.5917213772696102,0.07439860053888386,1772.0,0
4.496758047604466,0.7235625304388483,3.2869783010254388,1.2937429925506772,0.03788577454843008,7.1620206341688535,0.29402231490790004,3.4952826620964963,1.5322884463939523,0.0695419927549532,1772.0,0
5.6593558444794265,1.1022905151793554,2.9514842302678845,1.3773393233143745,0.0432892498675642,5.938847150055633,0.6379286113541539,3.438314754314709,1.6599881055643837,0.06551949928721197,1772.0,0
6.692373690343177,1.213551928429447,4.066551257384997,1.2364342733032607,0.039827788443329216,8.496372851676298,0.4003077484825285,3.510051992563324,1.4812033648963077,0.066098297661394,1772.0,0
4.162800403016467,0.5858692674175529,2.9729265746934765,1.333223473754063,0.04342014807411906,6.6412214718079605,0.5713471450083109,4.552944563228113,1.5930785041474709,0.0597409864411552,1772.0,0
3.7561767342244363,0.8237766736194938,3.3253141640459933,1.3122153498743434,0.0406479243282655,6.683733167174576,0.456267724209053,5.036834716453619,1.5809170800409758,0.06628924155731204,1772.0,0
3.1645265077932727,0.6171009927313803,2.9496165009109063,1.362516351475615,0.039814412635697516,6.6671304761720505,0.3900395552638807,4.654716831312426,1.6445986430945414,0.05306361806076696,1772.0,0
3.505079695697903,0.5548803800751148,3.381989114674212,1.29458834693821,0.04275332766810843,5.242815089106987,0.6230887858670029,5.039145531572429,1.6133049534351964,0.04921865883611533,1772.0,0
4.979690447495166,0.5670645896039295,2.8087754145364308,1.286631655345866,0.040421493954397376,6.621022474635887,0.333234962694106,4.091172698676892,1.6223296073832487,0.05267329236755182,1772.0,0
3.8371121039326384,0.6171825725408788,3.1241439332451324,1.276282289780446,0.046639445552238284,6.327087048920437,0.4884373604288729,4.342163147842623,1.6825424544011889,0.06443177668054997,1772.0,0
3.946675885538328,0.674364860054212,3.2971083842430766,1.2271551238422718,0.0439964777908036,7.341636647237532,0.32297506643692137,4.421652913985201,1.5025932361749097,0.06886752092973081,1772.0,0
4.652230239055204,0.6717864521059259,2.648709742655748,1.2077121809798863,0.0417410937044326,6.94744562863713,0.3746883727359993,3.9781181842368167,1.59470462329174,0.0641288102318755,1772.0,0
3.5797345913299536,0.7669666675481391,3.1039442751409028,1.2993275787897742,0.04136061916341588,6.129001236976678,0.5434913867185776,4.354464444059412,1.7145385039664596,0.06273361393356257,1772.0,0
4.3976430155669615,0.7298005397916222,3.2061783131859265,1.2796188371123172,0.03890813875507522,5.097557242626744,0.2740181814471249,3.947690440000735,1.5410659314099897,0.056112987259781366,1772.0,0
5.129970320638259,0.548179802641019,2.5772132188545065,1.369001546095287,0.03839273627718792,6.998048622427232,0.3477936223958293,3.273048868239417,1.6643461873172285,0.05787805409714065,1772.0,0
5.392057716796354,0.5314431510193192,3.136913205525569,1.3950410331393621,0.04211738723611712,6.138528360916452,0.4014527313243931,4.10901471508914,1.6614757085256617,0.0601784039407258,1772.0,0
4.47120197827147,0.6705228018588882,2.6425477480641755,1.2183158467855222,0.04864963122493906,8.124322318244758,0.34695959168242163,4.410780529066777,1.4727946400574876,0.0544412633033519,1772.0,0
3.8285694634916765,0.6684543397216767,2.799488946230149,1.258031043208958,0.043325872261004636,7.903057276214093,0.497588714007737,4.3716032244906105,1.6414772991728404,0.05891452861071004,1772.0,0
4.538187305051517,0.5064368277303679,3.213704783453568,1.249855458980059,0.04134415716801402,7.8879730141937445,0.4864790308666013,5.442338993561663,1.6198754147759131,0.05536971000572455,1772.0,0
4.517231528063422,0.4808244602101596,2.635001550447683,1.2494508921609515,0.043488402371365364,5.8253163357240165,0.3818294717409131,4.76826444931684,1.5043580008066506,0.05662509315139836,1772.0,0
5.453413775145068,0.574133949081366,3.513913093703916,1.3934780563923792,0.05338219724289975,6.503551604741446,0.4767314367786856,4.779633158558209,1.6515484622687344,0.06920378469591483,1772.0,0
5.261612536257528,0.5967293381127758,2.967207954897473,1.3706169074540644,0.04388219035591703,6.47930415079838,0.6109713878898284,5.630079275025127,1.5966855935401447,0.05937639106387393,1772.0,0
3.2304844396981203,0.7940895231013397,3.45425439005841,1.3372298183622624,0.0443794285469213,7.555051044338549,0.5647476475073432,4.555546329231664,1.6283252756619206,0.05810995292162285,1772.0,0
3.3144630336027014,0.8311609380716207,2.8058165311830874,1.3368055942869623,0.04109965418792714,6.504255292341941,0.3925165434132989,3.444539340809982,1.5940915397837103,0.0619121386009134,1772.0,0
6.0914533366259205,0.951325234824394,3.171852884880822,1.3647584889507374,0.0413153171207398,6.082520687024152,0.4723519764675924,3.900937294011075,1.6594307563550312,0.059770844025579986,1772.0,0
4.7119699831568935,0.7324504727355445,2.81870646946744,1.362206281298847,0.04195694806610952,5.248769288800269,0.3075347638565842,3.3346873411274305,1.7345777656237034,0.07637307153062935,1772.0,0
3.6378502785111846,0.6810877274642172,3.762826031484012,1.2660600487885918,0.042867577913721165,7.615281543015334,0.30261673080698603,3.264543350867261,1.590471565764129,0.07589010465468082,1772.0,0
3.808369493393256,0.6463749066263837,3.490684264364747,1.2323310766523194,0.03784097097335543,6.5176354515509285,0.3060900220829383,4.133308629827509,1.620135915133394,0.06439935814763906,1772.0,0
4.097540292103024,0.667613379486587,2.1077729348585166,1.2739977700236584,0.05415911034731835,5.039908976399491,0.3915014186560419,2.9935478995959555,1.5659485215483158,0.06737881510013505,1772.0,0
3.055363165903956,0.6078958161257028,2.836294385086025,1.269920308156706,0.04558599411789789,4.8127188320199785,0.4589409488926894,3.07058193305272,1.5113458049177646,0.0690163281464676,1772.0,0
4.015538573268335,0.552486644151932,3.1909464635482614,1.3208794519780556,0.04233284514479211,5.7891907297731615,0.4157831430965343,3.9822147368054703,1.5786916623770493,0.0820933652049334,1772.0,0
4.186707695475123,0.4830693506798302,2.7065346870949827,1.3056966521650355,0.04191523576117755,4.6874104007444215,0.5376223936842126,3.811624754306704,1.4314007145501595,0.07660787185807802,1772.0,0
5.137776105942806,0.4736040285212735,3.2066102402739585,1.3949479582056494,0.040356463225279526,6.825407037494585,0.5411912748339518,3.498780240030924,1.624431520721135,0.06776315093473458,1772.0,0
4.824031363948708,0.6575647109951623,2.6575220255406284,1.3666160402773202,0.04175626885412386,5.5085538229576105,0.392074785053939,3.175884173549597,1.6283727838924908,0.0649056683201028,1772.0,0
4.1242689875956495,0.5723776599599468,2.837949743867715,1.3606837862684062,0.04074634202134272,5.9499673527073655,0.43879322212852456,4.008816288309958,1.7514689023969943,0.06042490297642925,1772.0,0
4.743106695077798,0.7909259656063305,3.1117894385412086,1.2651813332610475,0.043350661255506184,5.869856493760802,0.3892692695525857,4.794498103433439,1.4652187662258975,0.058415075701252865,1772.0,0
4.7662461262160845,0.7500156262872522,2.7869303454716,1.3696454573565577,0.04823785010883208,5.6081230213331486,0.3145559659437755,4.339524149030466,1.6043443257215788,0.060790583335336074,1772.0,0
4.179466356980232,0.5085931790317318,2.90502375598522,1.3191810746364374,0.0416857093459175,6.0816971972552825,0.41228489859976303,5.002886914722142,1.69005657387815,0.06041913503342239,1772.0,0
4.224999888421621,0.6762888856851424,2.5804572198683533,1.307144120012302,0.041857268482706836,4.7471810373457775,0.4047608091282168,4.1318927670230226,1.5912378387967931,0.05761962224058219,1772.0,0
4.165997534852618,0.5503440500258694,3.5658965064217227,1.3138734323862935,0.05367393643417423,5.873790952649994,0.3146704609663563,3.725781794057543,1.6311087105709767,0.07737687660305947,1772.0,0
4.225257373091797,0.6653756819629482,3.6324233184538537,1.2618243042115402,0.04058816105721047,6.22656212292152,0.6180259734561094,4.856197343940837,1.6483483534072811,0.0694841627184287,1772.0,0
3.5107911754501715,0.5888376604593472,3.24246973125703,1.2921693268317542,0.035559736425151485,4.850948893162303,0.2554019933697944,3.581464807040509,1.6980698592105905,0.0686193220658887,1772.0,0
3.400159709730095,0.6255609634533731,2.875950342356393,1.244014162296004,0.04325373844633665,6.009449402442209,0.24397970377209985,4.224760535733093,1.399920377271826,0.07483551482456148,1772.0,0
4.057481409225181,0.8688086284145138,2.818209952388884,1.3092460899152956,0.054493464004450834,6.2779314751145,0.3282942716491124,3.572854646959056,1.5037770839746365,0.07348573609523942,1772.0,0
3.624574464022212,0.7193386132046766,4.341935499040333,1.2884918980856048,0.04255886996025484,9.675867310024886,0.6891975229223092,3.718512099603704,1.5177247708376869,0.059818085970086324,1772.0,0
4.010055921575779,0.9497028602721276,2.6914140427864752,1.2515946405487444,0.05213629356647277,6.4900409692857135,0.4976398409849381,3.4007065867608515,1.5983394595518745,0.06673324817811417,1772.0,0
3.977228788015791,0.667976322247664,3.5637543191773817,1.4010411391967652,0.04460565244570529,7.420894571753262,0.4616055951322389,3.4216530190983114,1.6401181308919313,0.07651674082970876,1772.0,0
3.602290059512195,0.3698181621769243,4.104649752546616,1.4004676332054249,0.05648820687780633,5.381755421990127,0.3467170368337422,3.7343297266589133,1.5283307318742758,0.07216963486069025,1772.0,0
4.910922076029146,0.6723833194392217,2.8289184686522453,1.3189951667553912,0.0400181637084275,7.448953568997058,0.5336827997720446,3.983115502494941,1.4872932079686494,0.06343263322935777,1772.0,0
4.835707106230896,0.72691070052991,3.4783179593266214,1.3792906827970473,0.04312193799656088,9.05840732885424,0.3885557519126004,3.7855446445073873,1.5309009087191576,0.06629180267310995,1772.0,0
4.024093931063324,0.8853641941682123,2.9526704427164834,1.326053574584258,0.03994434936314144,8.386590730663183,0.4755846297304741,4.776789788237601,1.4355803251337342,0.06507096655115338,1772.0,0
3.2500834961135983,0.7873885929201248,2.7164145072564967,1.3746342917387713,0.03716350458617847,6.920806234604021,0.497550428713525,3.9251129572822947,1.547810124782398,0.06512288662250881,1772.0,0
4.045355798117281,0.7506786613276966,3.6077881321976255,1.3870248824697042,0.03971476521497637,5.688594611083294,0.5589913809778962,4.865699953113412,1.5850447975070563,0.06480711231003397,1772.0,0
4.000179304168828,0.92387398947621,3.0255166492975016,1.3014074505242637,0.041612295907988116,5.4123907837795375,0.5361298227776516,4.51077106048187,1.5157504231951116,0.059599914309046285,1772.0,0
3.743309931466436,0.7150093506464454,3.4904171858787727,1.2938353613125202,0.04183693362974002,5.733235688208066,0.5183669110290509,3.3248205258991566,1.6634197088850995,0.06821182189891292,1772.0,0
4.749089158040582,0.7624502701145954,3.718449573308083,1.3151416828830815,0.046483043788277584,7.613705691523617,0.4408688392067873,2.6273721253923576,1.5985374280114386,0.06312767280805523,1772.0,0
