DE_time_std,DE_time_ptp,DE_time_skew,DE_time_wavefactor,DE_time_peakfactor,DE_time_pulse,DE_max1_point,DE_max2_point,DE_max3_point,DE_max1_ratio,DE_max2_ratio,DE_max3_ratio,FE_time_std,FE_time_ptp,FE_time_skew,FE_time_wavefactor,FE_time_peakfactor,FE_time_pulse,FE_max1_point,FE_max2_point,FE_max3_point,FE_max1_ratio,FE_max2_ratio,FE_max3_ratio,RPM,label
0.07544537670991884,0.4577021538461538,-0.07534000406949153,1.242069504513816,2.8833620927959167,3.5813361259329444,91,88,89,0.004502613916775946,0.0037648951988055704,0.0022569583707261684,0.07713015651690111,0.4659709090909091,0.1324106141211715,1.241156771714662,3.361239696008595,4.1718254100572,0,86,88,0.004107085717804765,0.00394501760340902,0.002843302536862869,1796.0,0
0.06603726618189511,0.379054154,-0.11318306622236934,1.2392443361247472,3.0237101327098865,3.747115656043734,91,88,9,0.003565795490426768,0.0030897859421266595,0.00303230558097543,0.06480289304201592,0.415429091,-0.07229443956093444,1.2256234896095208,3.1116797779805427,3.813747828035893,0,86,8,0.0060013378000305494,0.002893409229291416,0.002840083383613772,1772.0,0
0.06649675475408978,0.379054154,-0.10165754216955124,1.2518968042681091,3.0072813949936936,3.7648059679275456,8,91,179,0.0037703812040300938,0.0035712438982714602,0.0028094819175108698,0.06103616781130637,0.415429091,0.0063696656685652215,1.2533225324655035,3.2939716964784167,4.128408948500022,0,8,179,0.0064284947282382725,0.0030385338600701843,0.002920473874651575,1772.0,0
0.07284168547407796,0.45728492299999995,-0.12141735868238257,1.2447554939062713,2.7494145074147407,3.4223488131301028,91,8,179,0.003849322836931756,0.0034303678241083104,0.002284856861518227,0.060722811216967515,0.3200981810000001,-0.001287946244998492,1.2433243362430793,2.7559610143830047,3.426553398919553,0,8,179,0.006649979994821515,0.0030770897160591285,0.0030448151187130275,1772.0,0
0.07329957719146757,0.453738462,-0.175710300766074,1.258299411597789,2.673633790482925,3.3642318253926304,8,91,88,0.0033656139034429085,0.0030300386572128554,0.002620215503694036,0.06484705703304315,0.373105454,0.1559207466503272,1.2629509060418191,3.3041126117561315,4.172932016681608,0,8,179,0.006224605836608279,0.0032379458746286823,0.002650964677944873,1772.0,0
0.06520426807848206,0.36966646200000003,-0.20824481107793166,1.2485054931208857,2.6007093725139954,3.246999937594695,8,91,179,0.004247759903295546,0.0041255516507039324,0.0029349298314443237,0.06272516650477915,0.3616,0.13044074341194986,1.25265937901646,3.2454335894504798,4.065422824800199,0,86,8,0.006546855428648279,0.003532768384857158,0.002752460601710673,1772.0,0
0.06787406488089633,0.404088,-0.006504495681464398,1.2660725555480303,3.140678699938813,3.976327107786799,91,179,8,0.0036206221426265954,0.002666177733919696,0.0026151012122245863,0.06445109432938856,0.38974727200000003,0.09698922431938274,1.242290873863055,3.2207612572535025,4.0011223167777255,0,8,86,0.006046635261929713,0.0031057003261362797,0.0030334535205262412,1772.0,0
0.07573777084952805,0.47188800000000003,-0.12152668262732395,1.2601002464386144,2.8212769326062,3.5550917580486505,12,91,8,0.0031977426545341525,0.003167567335732991,0.003013294540442013,0.06846579295326773,0.400225454,0.07097611981839205,1.2423847133400523,3.178532883431671,3.948960665224187,0,8,86,0.005639221061463818,0.003225915294944724,0.003221707415743463,1772.0,0
0.06459163690918927,0.36841477,-0.09718915425370164,1.2316218692863288,2.9085902294418453,3.5822833353731167,8,91,179,0.004046165199788214,0.003858594316676189,0.003026889907032709,0.07080318979732655,0.380501818,0.0395460372308996,1.2353462397191537,2.880294252354868,3.558160673931277,0,86,8,0.005455403439448343,0.003219417849036418,0.002674344245026728,1772.0,0
0.062268466553575076,0.392405539,-0.1454951254362236,1.2479486001016802,3.3027104527518625,4.121612886052874,91,0,179,0.0037303525489717796,0.003234829223448425,0.0031408755191457715,0.07345337610777174,0.446863636,0.0869861622177234,1.2523400738939707,3.4081306776392744,4.2681386246750765,0,86,8,0.0048794857538388345,0.0036243453290907093,0.002506184006762589,1772.0,0
