DE_time,FE_time,BA_time,RPM
0.01250750499001996,0.013765454545454546,0.030419465875370918,1774
0.015106467065868262,0.02218909090909091,-0.058907537091988135,1774
0.07147145708582832,-0.029996363636363637,-0.02486670623145401,1774
0.13693281437125748,0.07560727272727273,0.038426706231454014,1774
0.04873053892215569,0.11875272727272725,-0.02913186943620178,1774
-0.09063880239520958,-0.15902181818181815,0.015451157270029676,1774
-0.1164659880239521,0.18223818181818185,0.07866409495548962,1774
0.035735728542914166,-0.19189454545454546,-0.037380534124629085,1774
0.06562379241516966,-0.012738181818181815,0.04498540059347182,1774
-0.13417141716566866,0.18634727272727272,0.05158433234421365,1774
-0.12020199600798405,-0.03225636363636363,-0.042168783382789315,1774
0.044344790419161666,0.09245454545454544,0.011548130563798222,1774
0.0316748502994012,0.009450909090909091,-0.011910267062314541,1774
-0.09307532934131736,0.13806545454545455,-0.02386077151335312,1774
-0.029888063872255486,-0.0012327272727272727,0.015612106824925816,1774
0.010720718562874251,0.1125890909090909,0.01585353115727003,1774
-0.026314491017964074,-0.2455181818181818,-0.03617341246290801,1774
0.010395848303393213,-0.003698181818181818,0.0234986350148368,1774
0.03297433133732535,0.24469636363636366,-0.0388693175074184,1774
-0.0037360079840319358,-0.2186036363636364,-0.04908961424332345,1774
-0.012832375249500998,0.1415581818181818,0.07572676557863503,1774
0.09015149700598804,0.019723636363636363,0.0038225519287833844,1774
0.1054203992015968,0.11546545454545455,-0.012071216617210685,1774
0.004548183632734531,0.15614545454545453,0.021567240356083088,1774
-0.008446626746506987,0.1012890909090909,0.008168189910979229,1774
0.1765669860279441,0.03862545454545455,0.016698516320474782,1774
0.1517144111776447,-0.04766545454545455,0.06478219584569735,1774
-0.06773544910179641,0.13950363636363636,0.0019313946587537095,1774
-0.07926834331337326,-0.13888727272727272,0.019032284866468845,1774
-0.04678131736526946,0.08403090909090909,0.05114172106824926,1774
-0.07407041916167664,-0.07663454545454547,-0.06305198813056381,1774
-0.10753205588822357,-0.08937272727272727,0.024343620178041543,1774
-0.056689860279441125,0.17545818181818182,0.016296142433234424,1774
-0.03459868263473054,0.052185454545454535,-0.05259026706231455,1774
-0.002598962075848303,0.06430727272727273,0.03182777448071217,1774
0.03979660678642714,-0.010067272727272723,0.04800320474777449,1774
0.030212934131736525,0.23051999999999997,-0.0032189910979228487,1774
0.04613157684630738,-0.018901818181818183,0.06285080118694363,1774
-0.034761117764471064,-0.01869636363636364,0.034040830860534124,1774
-0.00828419161676647,0.08608545454545455,-0.051061246290801186,1774
0.03606059880239521,-0.08567454545454545,0.04116284866468843,1774
-0.042395568862275454,-0.043350909090909086,-0.058384451038575674,1774
-0.0779688622754491,0.022805454545454545,-0.0729906231454006,1774
0.01266994011976048,0.10046727272727272,-0.012956439169139466,1774
-0.00016243512974051897,-0.16046,-0.10610599406528193,1774
-0.12377556886227545,0.18203272727272726,-0.06377626112759645,1774
0.004548183632734531,0.06656727272727272,0.03677697329376856,1774
0.06871005988023952,-0.048487272727272726,-0.020279643916913948,1774
-0.03264946107784431,0.22805454545454545,0.03854741839762612,1774
-0.012182634730538922,-0.14443454545454545,0.09343121661721067,1774
0.1405063872255489,0.020545454545454544,-0.04748011869436202,1774
0.08771497005988023,0.19662000000000002,0.10027157270029677,1774
-0.03281189620758483,0.05136363636363636,0.08039430267062317,1774
0.11841520958083833,-0.0990290909090909,-0.015410919881305638,1774
0.08933932135728542,0.19641454545454545,0.09387382789317507,1774
-0.014944031936127743,0.09245454545454544,0.010542195845697329,1774
0.0719587624750499,-0.08608545454545455,0.006719643916913947,1774
-0.10753205588822357,0.2763363636363637,0.08361329376854601,1774
-0.16503409181636727,-0.06964909090909091,0.006518456973293769,1774
0.3706769660678643,-0.04828181818181818,0.004707774480712167,1774
0.28279956087824354,0.06985454545454545,0.08683228486646885,1774
-0.4356510179640719,-0.015819999999999997,-0.0500553115727003,1774
-0.20076982035928145,-0.047254545454545466,-0.0031787537091988137,1774
0.4730110978043912,0.009245454545454545,0.08445827893175076,1774
0.039146866267465066,0.057732727272727276,-0.02249270029673591,1774
-0.3968290219560878,-0.08855090909090907,0.0012875964391691394,1774
0.06172534930139721,0.09553636363636364,-0.044784213649851634,1774
-0.08885201596806389,0.021367272727272728,-0.06329341246290802,1774
-0.19638407185628745,0.06266363636363638,0.00832913946587537,1774
0.3403015968063872,0.02403818181818182,-0.039472878338278936,1774
0.03378650698602795,-0.025476363636363637,-0.09471881305637984,1774
-0.5701473053892215,0.06327999999999999,0.023257210682492584,1774
0.10168439121756488,-0.11957454545454545,0.04120308605341246,1774
0.6525019161676646,0.0764290909090909,-0.0035006528189910984,1774
-0.200932255489022,-0.04766545454545455,0.022170801186943617,1774
-0.36125572854291416,0.0006163636363636364,-0.029292818991097924,1774
0.3446873453093813,0.06923818181818181,0.0032189910979228487,1774
